semana,neg-1,neg-2,neg-3,neg-4,neg-5,neg-6,neg-7,neg-8,neg-9,neg-10,neg-11,neg-12,neg-13,neg-14,neg-15,neg-16,neg-17,neg-18,neg-19,neg-20,pos-1,pos-2,pos-3,pos-4,pos-5,pos-6,pos-7,pos-8,pos-9,pos-10,pos-11,pos-12,pos-13,pos-14,pos-15,pos-16,pos-17,pos-18,pos-19,pos-20
2014-37,num exp,sistem sanitari,senador iglesi,cort general,punt mocion,fond garant,senador interpel,credit laboral,nivel asistencial,debat presupuest,tiemp minut,merc valor,agend reform,nacional merc,ampar articul,credit public,reform estructural,da lectur,pas imprescind,pas im,jurisdiccion penal,contrari deb,criteri interpret,viviend proteccion,respons crimen,justici universal,just contrari,pod hab,oblig rectific,despues escuch,cambi polit,atencion primari,situacion concursal,administr concursal,ultim años,provinci almer,122 septiembr,banc central,cataluny senador,num 122
2014-40,senador aliqu,catalan sen,pod trabaj,septiembr 2014,senador iglesi,tribunal constitucional,interes general,situacion econom,consej general,pon march,violenci gener,riesg inund,senador river,general colegi,pas haci,pas hag,pas increment,pas hambr,pas hech,pas incorpor,practic jurid,eficient energet,registr civil,senador sabat,problem convivent,consider necesari,segur jurid,octubr 2014,form racional,125 octubr,enriquec mocion,escond detras,sector agroalimentari,num 125,cooper desarroll,cre emple,present mocion,solucion problem,tom inici,reindustrializ españ
2014-42,senador mont,interpel nombr,senador saur,sector electr,mariscal cifuent,senador anasagasti,doñ mar,interpel tiemp,expon interpel,senador interpel,proyect organ,nuev tecnolog,nuev plan,reconoc mutu,pas portavoc,plan gestion,pas igual,pas im,pas imagin,pas impor,gestion residu,126 14,popul senador,energ renov,autor creador,intercambi inform,apoy mocion,clar direct,senador bildarratz,acept enmiend,defens derech,deb dar,pod judicial,document histor,part judicial,ten cuent,num 126,vay termin,comision justici,cataluny senador
2014-44,rechaz enmiend,senador sed,plen sen,guardi civil,enmiend numer,person mayor,29 octubr,senador iglesi,regim disciplinari,reform laboral,comision defens,agricultor ganader,mocion present,consum beb,buen dias,129 29,tas reposicion,mund trasplant,presupuest general,nacion unid,pod hab,solucion problem,fuerz armad,sab dic,reform fiscal,mixt deneg,senador bel,trat internacional,llam consens,acuerd paz,nacional trasplant,senador canals,senador bruguer,senador alarc,consej administr,banc españ,uni senador,ministr foment,cataluny senador,senador iparragirr
2014-46,mixt senador,senador interpel,president montill,popul sen,debat interpel,sector agrari,permit garantiz,senador cazalis,gestion residu,hac referent,vet numer,polit fiscal,director parqu,senador angul,impuest rent,guardi civil,debat propuest,formacion profesional,colegi profesional,import uso,capac econom,132 12,12 noviembr,num 132,ahor dic,iban sub,senador quinter,servici public,carl iii,parais fiscal,rent capital,ministeri sanid,gust escuch,empres productor,sub impuest,program cooper,sector public,empres multinacional,jos luis,vasc sen
2014-48,defens senador,present numer,vet numer,ministeri industri,num 135,polit econom,apoy famili,senador interpel,respet proteccion,sostenibil servici,noviembr 2014,26 noviembr,profesion sanitari,form clar,pas hech,pas inform,pas histori,pas hor,pas increment,pas incorpor,ejempl objet,ejempl oblig,ejempl num,consider razon,habl seri,segu perd,pod judicial,ensegu termin,sufr crisis,disposicion final,sobrecarg trabaj,ministr foment,seccion 23,violenci gener,present vet,banc españ,ningun cas,med estrell,presupuest recuper,vet seccion
2014-50,catalan sen,senador cazalis,sistem segur,caus muert,deud public,comision emple,sistem financier,contingent profesional,senador quinter,proyect industrial,nacional salud,sistem nacional,hac dañ,mal suert,ahor mocion,fond cuestion,qu pas,relacion hech,conced permis,dic ahor,ejempl paradigmat,ejempl palpabl,ejempl pag,ejempl pact,ejempl oper,ejempl pa,ños popul,ejempl organiz,hac poc,enfermedad profesional,algui cre,bas cotiz,senador almiñan,pon march,senador capell,numer mixt,memori histor,diciembr 2014,sen senador,hac falt
2014-51,vicepresident luc,senador iglesi,uni senador,deud public,agu interior,autor portuari,pod acept,comision incompatibil,aprob asent,transport maritim,pas impuest,pas imprescind,pas importantisim,06 deud,pas impor,pas impuls,pas im,pas igual,pas import,pas imagin,ejempl organ,ejempl objet,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl pact,ejempl oficin,ejempl oper,ejempl numer,ejempl pa,ejempl organiz,cent litr,estrategi logist,profund preocup,13 enmiend,toc habl,hac recort,pobrez energet,violenci gener,explot laboral
2015-7,senador sabat,plan junck,derech human,entrad capital,mocion consecuent,estacion servici,capital priv,algun cas,intoler deport,violenci deport,cuestion relacion,da cuent,quier recuper,marc hech,espectacul deport,alvarez villazan,racism xenofobi,xenofobi intoler,consecuent interpel,ministeri interior,ejempl ocurr,ejempl ocasion,ejempl oper,ejempl organ,ejempl parlament,ejempl organiz,ejempl pa,ejempl pact,ejempl oficin,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl parec,necesit sab,10 febrer,sen senador,mixt senador,privatiz aen,tom decision,febrer 2015
2015-8,senador iglesi,mund rural,mon rural,pas hag,pas hambr,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuls,pas haci,pas in,pas inadvert,pas inclu,ejempl ocasion,ejempl pag,ejempl pact,ejempl ocurr,ejempl pa,ejempl oficin,ejempl oper,ejempl oblig,ejempl organ,ejempl organiz,bibliotec nacional,privatiz servici,sanid public,recurs presupuestari,conferent sectorial,servici sanitari,num 143,doy formul,salud public,143 pag
2015-11,vay finaliz,enmiend present,senador iglesi,senador interpel,ampar articul,num exp,senador bildarratz,present enmiend,puebl navarr,defens derech,senador capell,senador guillot,proyect organ,popul sen,caden alimentari,tas reposicion,uni senador,senador altur,enfermedad rar,sector lacte,sanid public,puest reliev,145 pag,brech salarial,prest servici,11 marz,regim local,paquet lacte,pod acept,acus recib,trabaj orig,luch corrupcion,plant problem,internacional muj,factur farmaceut,carg trabaj,ciud murci,cost sol,numer senador,regener democrat
2015-13,senador iglesi,present enmiend,entes pel,president montill,catalan sen,grup parlamentari,senador guillot,senador sen,tip cambi,25 marz,ningun moment,servici public,senador peris,public justici,sector turist,pon march,ferroviari pajar,pas portavoc,tant años,seman sant,ejempl numer,ejempl objet,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl mocion,ejempl model,ejempl moment,desarroll program,econom fiscal,general pod,consej general,regim econom,registr civil,director general,habl turism,pas enmiend,polit activ,defens enmiend,comision europe
2015-16,senador quinter,num 151,concesion indult,2015 diari,castill leon,ministeri interior,rio ebro,sen plen,abril 2015,num exp,nuev model,vasc senador,tiemp minut,orient medi,moss esquadr,prestacion servici,pas gener,pas imagin,pas impor,pas import,ejempl inglaterr,450 000,formul ministeri,ministeri bas,registr civil,gan derech,60 000,incumpl conveni,cuell blanc,algun empres,buen tard,vot mocion,prest servici,reform laboral,ministeri fiscal,sistem democrat,300 000,ciud almer,canari canari,tom decision
2015-18,servici public,senador iparragirr,popul sen,entes senador,credit laboral,competent autonom,impact ambiental,denomin orig,nacion unid,ultim intervencion,proyect somet,progres cataluny,lleg 2020,haciend administr,pel progres,opon opon,valor import,administr general,entes pel,pas imagin,ejempl ocurr,ejempl oficin,ejempl moment,ejempl oper,ejempl organ,ejempl organiz,ejempl municipi,ejempl negoci,econom fiscal,sig siend,person discapac,regim econom,patrimoni cultural,castill leon,inversion cercan,fiscal anticorrupcion,entend deb,proced concursal,amnist fiscal,vet numer
2015-20,numer firm,memorial agravi,servici public,nuev tecnolog,mixt senador,cierr debat,155 pag,financi autonom,gas licu,13 may,senador altur,agenci tributari,catalan sen,pas igual,pas im,pas hor,pas imagin,pas histori,pas impor,pas import,quinient años,nombr industri,senador almodob,organ regul,part ahi,alta veloc,industri energ,nacional merc,model energet,154 pag,senador cazalis,merc competent,provincial barcelon,tribunal constitucional,nuev gener,cos van,relacion laboral,senador montill,12 may,vay termin
2015-22,mism tiemp,senador iglesi,industri transform,regul proced,cuent corrient,min carbon,terror eta,nacional resident,pas imprescind,pas importantisim,pas import,pas im,pas imagin,pas igual,pas hor,pas histori,pas impor,pas impuest,pas inclu,pas in,ejempl organ,ejempl oper,ejempl oficin,ejempl ocurr,ejempl ocasion,nuev gobi,hij mayor,madr lisbo,propi ministeri,ave madr,herenci recib,plan famili,asignatur pendient,enmiend present,violenci gener,tom med,registr propied,iguald oportun,num 156,cualqui cas
2015-24,senador cov,mund rural,normat comunitari,factur electr,sistem educ,senador saur,senador iglesi,consej segur,person discapac,vet present,conveni econom,ampar articul,establec model,articul 87,interpel ampar,87 reglament,pas im,pas imagin,pas igual,pas hor,ejempl oficin,ejempl num,ejempl numer,ejempl objet,ejempl oblig,ejempl ocasion,ejempl oper,ejempl ocurr,mocion present,plan integral,independent judicial,cataluny senador,pod acept,dej lad,polit agrari,regim foral,present mocion,secretari judicial,pobrez energet,158 pag
2015-26,rechaz enmiend,senador bildarratz,comision nacional,senador rieradevall,senador salanuev,cort general,desarroll sosten,defens mocion,defens vet,cuant enmiend,proteccion civil,profesional sanitari,fond cohesion,catalan sen,polic nacional,text legisl,popul sen,senador sen,cierr debat,miembr nacional,carrer profesional,cost energet,servici public,estatut basic,sistem judicial,grand electr,municipi traves,hor trabaj,emple destru,cambi nombr,crisis situ,quier escuch,present presupuest,hech referent,desarroll profesional,deb hab,agent forestal,decision tom,defens enmiend,23 juni
2015-28,comision especial,senador guillot,senador iglesi,parec logic,deudor hipotecari,menor adolescent,ampar articul,administr justici,ministeri defens,presupuest general,senador altur,famili numer,impuest sol,cultur deport,comision incompatibil,enjuici civil,senador capell,cambi climat,educ cultur,registr civil,vay termin,mixt senador,cataluny senador,portavoc grup,cre desiguald,veinticinc treint,competent servici,hag cas,hij famili,ejecu hipotecari,2015 diari,juli 2015,bebes rob,present vet,lleg acuerd,hij hij,quier agradec,sen plen,portavoc mixt,promet acat
2015-29,polit econom,06 deud,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas histori,pas inadvert,pas inclus,pas incorpor,pas increment,pas inform,pas inici,ejempl nivel,ejempl niñ,ejempl norm,ejempl nuev,ejempl parec,ejempl num,ejempl objet,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl numer,ños popul
2015-36,senador saur,comision defens,senador iglesi,violenci muj,mixt senador,senador mor,administr justici,luch fraud,evasion fiscal,senador guillot,senador cotill,cambi climat,quier agradec,senador rieradevall,territori nacional,desarroll rural,grup parlamentari,segur jurid,168 pag,caract general,reform codig,trat evit,regim transitori,servidor public,conveni dich,amnist fiscal,presupuest general,buen dias,enmiend catalan,fiscal general,derech human,sector primari,agenci tributari,salud public,200 000,defens senador,turn deneg,reform laboral,enjuici civil,enmiend entes
2015-37,171 pag,senador mor,alta veloc,sanid servici,registr nacional,senador camach,vay finaliz,senador iparragirr,declar inconstitucional,materi dependent,sistem sanitari,vet numer,invasion competent,popul sen,tram urban,senador iglesi,proyect present,senador juli,segur nacional,senador rieradevall,inform consej,gran proyect,da mocion,violenci gener,negoci colect,cataluny senador,tribunal constitucional,170 pag,list esper,portavoc mixt,medi rural,abort clandestin,conferent sectorial,mujer joven,interes segur,nuev sistem,pod hab,cre deb,llam atencion,numer senador
2015-40,senador saur,defens senador,vet present,tas reposicion,pon manifiest,falt interes,tribunal constitucional,present presupuest,puest trabaj,pension contribut,gener emple,mejor convivent,años anterior,public justici,recuper econom,buen tard,person trabaj,convivent escol,pas men,pas haci,ejempl nuev,articul 38,condicion vid,consej econom,mejor conoc,polit emple,quer europ,memori histor,servici public,mayor part,mejor condicion,cost energet,vay termin,competit industri,reduc deficit,honor dignid,mir presupuest,sistem pension,isla hierr,vet seccion
2015-42,popul senador,pas portavoc,octubr 2015,grup parlamentari,senador river,senador capell,proxim legislatur,resolu tribunal,siempr siempr,marc constitucional,13 octubr,vasc senador,cre emple,senador saur,pas imprescind,pas grand,pas grav,pas gust,pas hab,pas habl,empres cooper,organiz sector,decision polit,person represent,codig penal,popul vasc,represent poblacion,sector editorial,derech asil,portavoc mixt,cataluny senador,qu da,propi comision,integral emple,pod judicial,acept enmiend,popul sen,tod suert,pod hab,pon march
2016-2,juronum pag,diput permanent,pas intent,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas interes,pas inadvert,pas inclu,pas inclus,pas incorpor,pas increment,ejempl niñ,ejempl norm,ejempl nuev,ejempl parec,ejempl num,ejempl objet,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl numer,ños popul,prometonum pag
2016-11,text mocion,present mocion,diput provincial,15 marz,2016 diari,vay papelon,sen plen,marz 2016,infanci adolescent,segu trabaj,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas interes,pas impuls,ejempl num,ejempl numer,ejempl objet,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl parec,ejempl part,ños popul,medi rural,niñ niñ
2016-13,sen plen,ceut melill,form part,dram human,hac años,2016 diari,marz 2016,pas inmediat,pas intent,pas integr,pas hor,pas institut,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,ejempl numer,ejempl objet,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl parec,ejempl parlament,ejempl particip,ños popul,derech human,tribunal suprem
2016-15,llev años,quinc dias,sanid public,alta veloc,valor catastral,sistem nacional,pas inicial,pas histori,pas hor,pas institut,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas in,pas institu,ejempl niñ,ejempl norm,ejempl nuev,ejempl num,ejempl parlament,ejempl numer,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl objet,ños popul
2016-17,num pag,habl consens,unic necesit,lleg acuerd,islas balear,sol ultim,hac crec,senador popul,romp convivent,unid españ,pas histori,pas hech,pas hambr,pas hag,pas haci,pas hac,pas hor,pas igual,pas imagin,pas habl,ejempl oper,ejempl pag,ejempl ocasion,ejempl ocurr,ejempl pact,ejempl pa,ejempl organiz,ejempl oficin,ejempl organ,ejempl oblig,orient sexual,sexual ident,educ valor,autonom local,senador iparragirr,ident gener,sincer parec,administr local,senador alegr,solucion problem
2016-29,francisc javi,diput permanent,06 deud,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,pas inclu,pas inclus,pas incorpor,pas increment,pas inform,ejempl norm,ejempl nuev,ejempl num,ejempl parlament,ejempl numer,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl objet,ños popul,jos luis
