semana,neg-1,neg-2,neg-3,neg-4,neg-5,neg-6,neg-7,neg-8,neg-9,neg-10,neg-11,neg-12,neg-13,neg-14,neg-15,neg-16,neg-17,neg-18,neg-19,neg-20,pos-1,pos-2,pos-3,pos-4,pos-5,pos-6,pos-7,pos-8,pos-9,pos-10,pos-11,pos-12,pos-13,pos-14,pos-15,pos-16,pos-17,pos-18,pos-19,pos-20
1980-46,institu defensor,convencion europe,modal referendum,parlamentari grup,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,abarqu tod,parlamentari gust,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral democrat,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,administr traves,cort general,derech human
1980-48,constitu socied,gast corrient,seccion defens,incent fiscal,derech cultur,person proces,funcion tribunal,impuest patrimoni,impuest rent,parlamentari expres,parlamentari fuerz,parlamentari formul,parlamentari evident,parlamentari form,parlamentari firm,parlamentari final,parlamentari excepcion,parlamentari except,parlamentari fundamental,parlamentari fin,efectu control,plan especial,calid enseñ,control gast,asunt exterior,ministeri defens,habl tem,autonom universitari,credit local,director general,activ cultural,ex ministr,brav lagun,increment ingres,proyect presupuest,funcionari public,inversion public,aument cient,comision presupuest,presupuest general
1980-49,aras breved,sistem fiscal,hor trabaj,cam agrari,cre tem,atend neces,setent hor,mejor coordin,corpor local,constitu serv,polit penitenciari,constru viviend,direccion general,atend gast,conveni firm,vot hech,gobern oblig,suel urbaniz,luch contamin,parlamentari fin,electoral distint,electoral discurs,electoral dir,electoral diput,electoral depend,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,ñor diput,part presupuestari,planif famili,organ autonom,hac referent,presupuest program,transferent capital
1980-50,frail poujad,trabaj personal,industri energ,numer seri,oficial cort,general numer,cort general,public boletin,parlamentari explic,parlamentari expres,parlamentari federal,parlamentari fuerz,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari fij,parlamentari europe,parlamentari fin,parlamentari final,parlamentari firm,electoral determin,electoral despues,electoral dic,ñor diput,electoral desarroll,electoral derech,electoral dentr,electoral depend,parqu nacional,pension sovi,fuel oil,polit energet,empres electr,aprob proyect,problem pension,central nucl,fuerz public,canon energ,direccion general,solucion problem
1980-51,democrat articul,problem plant,numer articul,derech famili,mism tiemp,filiacion matrimonial,preci percib,ped separ,respect articul,legitim ejerc,juez decid,abarqu tod,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari expres,parlamentari federal,parlamentari explic,parlamentari exist,electoral cumpl,electoral dig,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dificil,electoral cuestion,supresion articul,medi prueb,codig civil,sistem particip,vot separ,conoc part,formacion profesional,articul codig,dictam comision
1981-1,imposicion indirect,trafic empres,abarqu tod,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral democrat,electoral elabor,ñor diput,garc margall
1981-8,puebl navarr,abarqu tod,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari general,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dic,ñor diput,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,creacion fond,junt canari,hab produc,polit econom,econom europe,presion fiscal,ministeri fiscal
1981-9,abarqu tod,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari general,parlamentari grup,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral decision,ñor diput,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral democrat,electoral dej,electoral determin,hac falt,tribunal constitucional,calv sotel,puest trabaj
1981-11,problem polit,sid retir,celebr trat,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,abarqu tod,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dej,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,mundial salud,control aere,caj ahorr,tom consider,disposicion adicional
1981-12,matrimoni canon,abarqu tod,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari fundamental,parlamentari federal,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari expres,electoral distint,electoral discurs,electoral dir,electoral diput,electoral derech,electoral dig,electoral dij,electoral dich,electoral dic,electoral determin,electoral despues,electoral dificil,ñor diput,articul articul,contr matrimoni,mutu acuerd,prest consent,text altern,acuerd sant,codig civil
1981-13,sant sed,españ españ,inicial proyect,cam alta,acuerd jurid,redaccion inicial,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dentr,electoral dificil,ñor diput,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dich,caus separ,derech canon,domicili conyugal,ambos conyug,codig civil,efect civil
1981-14,supresion articul,abarqu tod,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari explic,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dic,electoral dich,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral determin,ñor diput,sant sed,admit tramit,activ terror,convivent conyugal,larg debat,patri potest,codig penal
1981-15,interpel formul,abarqu tod,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari general,parlamentari fij,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari federal,electoral despues,electoral dic,electoral derech,electoral desarroll,electoral depend,nivel produccion,pension regul,ten cuent,medi larg,regul articul,desequilibri econom,mejor prov,larg plaz,present final,separ divorci,extrem derech,infraestructur hidraul,centr democrat,metr cubic,disposicion adicional
1981-17,situacion limit,declar excepcion,declar alarm,articul constitu,precept aunqu,segur salud,pued dar,situacion anomal,mer formal,parlamentari firm,parlamentari final,parlamentari estudi,parlamentari fin,parlamentari excepcion,parlamentari federal,parlamentari europe,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dej,electoral dig,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral dificil,aquell moment,grup parlamentari
1981-18,med adopt,articul constitu,abarqu tod,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari explic,electoral cualqui,electoral cuant,electoral dad,zon franc,fuerz segur,reform fiscal,nuev conten,director general,bols fraud,public list,quier manifest,grup armad,mutil civil,caj ahorr,sen introduc,period diari,secret sumari,ministeri haciend,ministeri agricultur,patri potest
1981-20,inform previ,servici civil,clas trop,abarqu tod,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,electoral dej,electoral defend,electoral garantiz,electoral decision,electoral decid,electoral dig,electoral funcion,guardi civil,podr cit,sesent años,pas reserv,libert expresion,empres public,polit energet,ejercit tierr,edad retir,ministeri defens,ayud prens,algun maner,disposicion transitori
1981-21,uso drog,abarqu tod,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari fuerz,parlamentari expres,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari explic,electoral dich,electoral defend,electoral determin,electoral despues,electoral dic,electoral derech,electoral depend,electoral dentr,electoral democrat,electoral desarroll,salari minim,grup parlamentari,ningun tip,miembr cort,junt andaluc,present cam,tom consider,administr civil,hac referent,trabaj dentr
1981-22,consider proposicion,interpel señal,frail poujad,señal letr,razon formal,polit proposicion,norm rang,respet derech,razon polit,ambient cam,abarqu tod,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari except,parlamentari expres,parlamentari explic,parlamentari exist,electoral dij,electoral dig,electoral dificil,electoral dej,electoral dich,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral dic,electoral grup,administr milit,conciert econom,terror extrem,servici milit,tod clarid,promocion intern,ente preautonom
